Serial,Year,Startup,Industry Vertical,Location,Investors,InvestmentType,Amount
2632,2017,Peel Works,Technology,Mumbai,Unilever Ventures,Private Equity,NA
2633,2017,9Stacks,Technology,Delhi,"Swati Gupta, Purnima Khandelwal, Maheshwar Peri, Sanjay Singh",Private Equity,"15,00,000"
2634,2017,Your Quote,Technology,Bengaluru,"Axilor Ventures, E-City VEntures Atul Goel",Private Equity,"10,00,000"
2635,2017,Spandana Sphoorty,Finance,Hyderabad,"Kedaraa Capital, Ontario Teachers'",Private Equity,"1,95,00,000"
2636,2017,Indus OS,Technology,Mumbai,Omidyar Network,Private Equity,"40,00,000"
2637,2017,EasyEcom,E-Commerce,Bengaluru,"Ambarish Gupta, Aneesh Reddy, Bold Ventures, Vona Investments",Seed/Angel Funding,"1,50,000"
2638,2017,IGP.com,E-Commerce,Uttar Pradesh,Venture Catalysts,Private Equity,NA
2639,2017,Specsmakers,E-Commerce,Chennai,Eight Roads Ventures India,Private Equity,"1,00,00,000"
2640,2017,Garage On Road,E-Commerce,Noida,Gaurav Gupta,Private Equity,NA
2641,2017,Foyr.com,Technology,Hyderabad,Jones Lang LaSalle,Private Equity,"38,00,000"
2642,2018,CleverTap,Technology,Mumbai,"Recruit Holdings, Sequoia Capital India, Accel Partners",Angel / Seed Funding,NA
2643,2018,EarlySalary,Finance,Pune,Eight Roads Ventures India,Private,"1,57,00,000"
2644,2018,WOTU,E-commerce,Bengaluru,"Claris Capital, Mumbai Angels Network",Angel / Seed Funding,NA
2645,2018,DAAKI,E-commerce,Bengaluru,Rohan Agila,Angel / Seed Funding,NA
2646,2018,Lendingkart,Finance,Ahmedabad,Nederlandse Financierings-Maatschappij voor Ontwikkelingslanden N.V.,Debt Funding,"47,00,000"
2647,2018,Kinsane Entertainment Inc,Entertainment,Mumbai,NA,Seed/Angel Funding,"25,00,000"
2648,2018,Tapzo,Technology,Bengaluru,RuNet & Other,Private Equity,"19,30,000"
2649,2018,Appario Retail Pvt Ltd.,E-commerce,Delhi,Amazon-Patni JV,Private Equity,"1,88,40,000"
2650,2018,Samunnati,Finance,Chennai,"responsAbility, Elevar Equity and Accel Partners",Private Equity,"2,35,00,000"
2651,2018,Sahajanand Medical Technologies,Technology,Surat,Morgan Stanley Private Equity Asia,Private Equity,"3,62,30,000"
2652,2018,Kuants,Technology,Gurgaon,"Pankaj Chopra, Ankush Gupta",Angel / Seed Funding,"80,000"
2653,2018,Razorpay,Technology,Bengaluru,"Tiger Global, Y Combinator",Private Equity,"2,00,00,000"
2654,2018,Streak,Technology,Bengaluru,"Indian fintech fund, Rainmatter",Angel / Seed Funding,"3,54,600"
2655,2018,pi Ventures,Finance,Bengaluru,"Sunil Kant Munjal, Hero Electronix’s corporate financing arm, Electronic Development Fund",Private Equity,"2,50,00,000"
2656,2018,Newgen Software,Technology,New Delhi,"Goldman Sachs, hedge fund & Others",Private Equity,"2,00,00,000"
2657,2018,Rubix,Technology,Pune,Polaris Fund,Private Equity,"10,00,000"
2658,2018,ShareChat,Technology,Bengaluru,"Xiaomi Singapore, Shunwei Capital",Private Equity,"1,82,00,000"
2659,2018,Paperflite,Technology,Chennai,The Chennai Angels,Angel / Seed Funding,"4,00,000"
2660,2018,HungerBox,Consumer Internet,Bangalore,Lionrock Capital,Private Equity,"25,00,000"
2661,2018,Skillate,Technology,Bengaluru,"Incubate Fund India, Anuj Agrawal",Private Equity,NA
2662,2018,OptaCredit,Finance,Chennai,DMI Finance,Private Equity,"40,00,000"
2663,2018,AEON Learning,Technology,Bengaluru,Dr. Ranjan Pai,Private Equity,"32,00,000"
2664,2018,Milkbasket,E-commerce,Gurugram,Unilever Ventures,Private Equity,"30,00,000"
2665,2018,NeoGrowth Credit,Finance,Mumbai,"LeapFrog Investments, Aspada Investment, Quona Capital",Private Equity,"4,70,00,000"
2666,2018,Rao IIT Academy,Education,Mumbai,Avendus Finance,Structured Debt,"86,00,000"
2667,2018,Aye Finance,Finance,Gurugram,IFMR Capital,Term Loan,"62,40,000"
2668,2018,Glassic,Ecommerce,Bengaluru,"Chennai Angels, Lead Angels, LetsVenture",Angel / Seed Funding,NA
2669,2018,GreyAtom,Technology,Mumbai,Pravega Ventures,Private Equity,"10,00,000"
2670,2018,Axio,Healthcare,Bengaluru,RNT Capital,Private Equity,"74,00,000"
2671,2018,eKincare,Healthcare,Hyderabad,"Ventureast, Endiya Partners, Eight Roads Ventures, Touchstone Equities, BVR Mohan Reddy",Private Equity,"15,00,000"
2672,2018,The Wedding Brigade,Consumer internet,Mumbai,Blume Ventures,Private Equity,"10,00,000"
2673,2018,PeeSafe,Healthcare,Gurugram,"Shivani Singh, Rahul Maroli, Mitesh Shah, Venture Catalysts, Alfa Capital, Green Shots Capital, Real Time Ventures.",Private Equity,"10,00,000"
2674,2018,BrowserStack,Technology,Mumbai,Accel Partners,Private Equity,"5,00,00,000"
2675,2018,Scapic,Technology,Bengaluru,"Axilor Ventures, Newfort Capital",Angel / Seed Funding,"5,00,000"
2676,2018,MoneyOnMobile,Technology,Mumbai,Undisclosed Investors,Private Equity,"76,00,000"
2677,2018,CureFit,Healthcare,Bengaluru,"HDFC Bank, Axis Bank",Debt Funding,"1,00,00,000"
2678,2018,iNurture,Technology,Bengaluru,Ventureast,Private Equity,"44,00,000"
2679,2018,BigBasket,Consumer Internet,Bengaluru,"Alibaba, Helion Venture Partners, Bessemer Venture Partners, Ascent Capital",Private Equity,"30,00,00,000"
2680,2018,Zomato,Food and Beverages,Gurugram,Ant Financials,Private Equity,"20,00,00,000"
2681,2018,Pratilipi,Publishing,Bengaluru,Omidyar Network,Private Equity,"43,00,000"
2682,2018,Asia Institute Of Medical Science,Healthcare,Faridabad,CDC Group Plc,Private Equity,"2,10,00,000"
2683,2018,CollegeDekho,Consumer Internet,Gurugram,"Man Capital LLP, Girnar Software, Others",Private Equity,"20,00,000"
2684,2018,Foodmemories,Consumer Internet,Ahemdabad,"Bhavesh Manglani, Suraj Saharan, Darshan Upadhyay, Sanjay Notani & Others",Seed funding,NA
2685,2018,Healthi,Healthcare,Bengaluru,Montane Ventures,Private Equity,"31,00,000"
2686,2018,Swiggy,Food and Beverages,Bengaluru,Naspers,Private Equity,"10,00,00,000"
2687,2018,Shape,Healthcare,Pune,Sandeep Mathur,Seed / Angle Funding,"10,00,00,000"
2688,2018,Icertis,Consumer Internet,Pune,Meritech Capital Partners,Private Equity,"5,00,00,000"
2689,2018,healthifyme,Healthcare,Bengaluru,Sistema Asia Fund,Private Equity,"1,20,00,000"
2690,2018,MedTel,Healthcare,Bhubaneswar,British and Indian Governments,Private Equity,NA
2691,2018,Rupeek,Consumer Internet,Bengaluru,"Accel Partners, Sequoia Capital",Private Equity,"68,30,000"
2692,2018,WebEngage,Technology,Mumbai,Social Capital,Private Equity,NA
2693,2018,Lendingkart,Finance,Bengaluru,Fullerton Financial Holdings Pte Ltd & Others,Private Equity,"8,70,00,000"
2694,2018,Wydr,Consumer Internet,Gurugram,"Bessemer Venture Partners, Stellaris Venture Partners, Axis Capital, Singapore, Jungle Venture Partners",Private Equity,NA
2695,2018,Cashify,E-Commerce,Gurugram,Trifecta Capital,Debt Funding,"9,35,089"
2696,2018,holachef,Food and Beverages,Mumbai,Ashok Kumar Gajera,Seed / Angle Funding,"3,11,200"
2697,2018,Awaaz De,Technology,Ahmedabad,Tribe Impact Capital LLP,Seed / Angle Funding,NA
2698,2018,IMAX Program,Ed-Tech,Bengaluru,"Michael & Susan Dell Foundation, LGT Impact Ventures",Private Equity,"1,35,00,000"
2699,2018,Littlemore,Ed-Tech,Chennai,Kalpavriksh,Private Equity,"30,00,000"
2700,2018,Toppr,Ed-Tech,Mumbai,Axis Capital Partners,Private Equity,"1,00,000"
2701,2018,Shirsa Labs,Ed-Tech,Mumbai,"Dewang Neralla, Mahesh Kothurkar,Atul Agarwal",Private Equity,"5,00,000"
2702,2018,MoneyOnMobile,Technology,Mumbai,S7 Group,Private Equity,"50,00,000"
2703,2018,PetSutra,Consumer Internet,Gurugram,Michael Patrick Hickey,Seed / Angel Funding,"1,48,434"
2704,2018,Infibeam,E-Commerce,Ahemadabad,Network 18,Private Equity,"62,30,000"
2705,2018,happay,Finance,Bengaluru,Sequoia and Jerry Yang,Seed / Angel Funding,"2,50,000"
2706,2018,Fincash,Finance,Mumbai,"Mohammed Khan, Sameer Narayan & Others",Seed / Angel Funding,"1,50,000"
2707,2018,AyeFinance,Finance,Gurugram,"Hinduja Leyland Finance, IntelleGrow",Private Equity,"38,00,000"
2708,2018,Agricxlab,Agriculture,Mumbai,Ankur Capital,Seed / Angel Funding,"5,00,000"
2709,2018,Udaan,E-Commerce,Bengaluru,Lightspeed & Yuri Milner,Private Equity,"5,00,00,000"
2710,2018,Capillary,IT,Bengaluru,"Wargburg Pincus, Sequoia",Private Equity,"2,00,00,000"
2711,2018,The Healthy Billions,Healthcare,Gurugram,"Blume Ventures, HealthQuad and Fireside Ventures",Private Equity,"21,00,000"
2712,2018,HighRadius,Technology,Hyderabad,"PNC, Citi Ventures",Private Equity,NA
2713,2018,Avishkaar Box,Ed-Tech,Delhi,Auxano Deals,Private Equity,"7,72,500"
2714,2018,Planys Technologies,Technology,Chennai,"Kris Gopalakrishnan, Pratithi Investment Trust, MEMG Family Office, S Gopal",Private Equity,"10,40,000"
2715,2018,Lollypop,Technology,Bengaluru,Dr Devi Shetty,Seed / Angel Funding,NA
2716,2018,Trilyo,Technology,Mumbai,"Startup Buddy,Amit Manocha and others",Seed / Angel Funding,"2,50,000"
2717,2018,Gaana,Technology,Gurugram,"Tencent Holdings Ltd, Times Internet",Private Equity,"11,50,00,000"
2718,2018,Credy,IT,Bengaluru,"Y Combinator, Khosla Ventures, Vy Capital and others",Seed / Angel Funding,"14,00,000"
2719,2018,Predible Health,Healthcare,Bengaluru,Unitus Seed Fund,Seed/Angel Funding,NA
2720,2018,PharmEasy,Consumer Internet,Mumbai,"Bessemer Venture Partners and Orios Venture Partners, JM Financials and MEMG",Private Equity,NA
2721,2018,Buddy4studdy,Consumer Internet,Noida,CBA Capital and others,Private Equity,"30,00,000"
2722,2018,Urban Ladder,E-Commerce,Bengaluru,"Sequoia Capital, SAIF Partners and Kalaari capital",Private Equity,"1,20,00,000"
2723,2018,Kuvera,Consumer Internet,Bengaluru,"Baskar Subramanian, Saket Kumar, Gaurav Suri and Ankit Kesarwani",Seed / Angel Funding,"2,50,000"
2724,2018,Gramophone,Technology,Indore,InfoEdge,Seed/Angel Funding,"10,00,000"
2725,2018,Wellthy,Healthcare,Mumbai,"Ranjan Pai, Apoorva Patni, Beenext Ventures,GrowX Ventures",Private Equity,"21,00,000"
2726,2018,MedGenome,Healthcare,Bengaluru,"HDFC Life, HDFC Asset Management",Private Equity,"1,00,00,000"
2727,2018,Finova Capital,Consumer Internet,Jaipur,Sequoia Capital,Private Equity,"60,00,000"
2728,2018,Hotelogix,Technology,Noida,"Vertex Ventures, Accel Partners and Saama Capital",Private Equity,"50,00,000"
2729,2018,Livehealth,Consumer Internet,Pune,Nexus Venture Partners,Seed / Angel Funding,"11,00,000"
2730,2018,Ad2pro,Technology,Chennai,Avendus Finance Pvt. Ltd,Debt Funding,"97,00,000"
2731,2018,Coverfox,Consumer Internet,Mumbai,Aegon NV,Private Equity,"76,00,000"
2732,2018,Pepperfry,Consumer Internet,Mumbai,State Street Global Advisors,Private Equity,"3,84,00,000"
2733,2018,Magicpin,Consumer Internet,Gurugram,Trifecta Capital,Debt Funding,"10,00,000"
2734,2018,HealthCare,Consumer Internet,Mumbai,HR Fund,Seed / Angel Funding,"10,00,000"
2735,2018,PineLabs,Technology,Mumbai,"Actis, Altimeter Capital",Private Equity,"8,20,00,000"
2736,2018,Stumagz,Consumer Internet,Hyderabad,"Venkat Subramanian, Sudhakar Pennam, and other tech investors from Silicon Valley",Seed / Angel Funding,NA
2737,2018,AvailFinance,Consumer Internet,Bengaluru,"Matrix Partners, Bhavish Aggarwal, Ankit Bhati, Binny Bansal, Kunal Shah and Manish Patel.",Private Equity,"1,72,00,000"
2738,2018,Grofers,Consumer Internet,Gurugram,"SoftBank, Tiger Global and Apoletto Managers.",Private Equity,"6,20,00,000"
2739,2018,Fingerlix,Consumer Internet,Mumbai,Alteria Capital,Debt Funding,"13,10,000"
2740,2018,Karma Healthcare,Healthcare,Udaipur,"1Crowd, Ankur Capital",Seed / Angel Funding,"5,00,000"
2741,2018,Zappfresh,Food & Beverages,Gurugram,"Amit Burman, SIDBI Venture Capital",Seed / Angel Funding,"30,00,000"
2742,2018,CustomerSucessBox,Technology,Gurugram,"Pi Ventures, Axilor Ventures",Seed / Angel Funding,"10,00,000"
2743,2018,One Labs,Consumer Internet,NA,Micromax Informatics Ltd,Private Equity,NA
2744,2018,GigIndia,Consumer Internet,Pune,"Jessica Wong, Hiro Mashita, Xue Manzi and Yiyun Zhang.",Seed / Angel Funding,NA
2745,2018,Chargebee,Technology,Chennai,"Insight Venture Partners, Accel Partners and Tiger Global Management.",Private Equity,"1,80,00,000"
2746,2018,i2i Funding,Consumer Internet,Noida,SucSEED Venture Partners,Seed / Angel Funding,"7,68,000"
2747,2018,Slang Labs,Technology,Bengaluru,Endiya Partners,Seed / Angel Funding,"12,40,000"
2748,2018,UrbanPiper,Technology,Bengaluru,"Kumar Vembu, Axilor Ventures",Seed / Angel Funding,NA
2749,2018,Cash Suvidha,Consumer Internet,Delhi,"Initia Holdings,Vipin Agarwal and others.",Seed / Angel Funding,"10,00,000"
2750,2018,Roadcast,Technology,Delhi,NA,Private Equity,"2,50,000"
2751,2018,Smartcoin,Finance,Bengaluru,"Accion Venture Lab, Unicorn India Ventures and ISME ACE.",Seed / Angel Funding,"20,00,000"
2752,2018,The Print,Media,Delhi,Ratan Tata,Seed / Angel Funding,"5,35,000"
2753,2018,DriveU,Technology,Bengaluru,Amit Singhal and Unitus Seed Fund,Private Equity,"30,00,000"
2754,2018,Fynd,Consumer Internet,Mumbai,"Google, Kae Capital, IIFL, Singularity Ventures, GrowX, Tracxn Labs, Venture Catalyst, Patni family office and Axis Capital.",Seed / Angel Funding,NA
2755,2018,Fitternity,Consumer Internet,Mumbai,"Exfinity Venture, Saha fund Partners, Arihant Patni of Patni Family Office, Anjali Bansal, Shardul Amarchand Mangaldas, Satish Khanna and Taparia family office.",Private Equity,"20,00,000"
2756,2018,Synctag,Technology,Coimbatore,Subhkam Ventures and Mohit Khadaria,Seed / Angel Funding,"3,07,600"
2757,2018,Benepik,Technology,Gurugram,"Vishal Bali, Yogesh Misra, Thomas Assessments and others",Seed / Angel Funding,NA
2758,2018,Finzy,Consumer Internet,Bengaluru,NA,Seed / Angel Funding,"13,00,000"
2759,2018,Varthana,Finance,Bengaluru,"ChrysCapital, Existing investors, Elevar Equity, LGT Impact, Omidyar Network and Kaizen Private Equity also participated in the round",Private Equity,"5,50,00,000"
2760,2018,IndigoLearn,Ed-Tech,Hyderabad,"Maheshwar Peri, founder and chairman of career information portal Careers360, and Jamshed Jeejeebhoy, director at Byramjee Jeejeebhoy Pvt. Ltd were among the angels",Seed / Angel Funding,"1,50,000"
2761,2018,Vedantu,Ed-Tech,Bangalore,"Accel Partners, Tiger Global And Others",Private Equity,"1,00,00,000"
2762,2018,Kaleidofin,Fiinance,Chennai,Omidyar Network. Blume Ventures and Professor Shlomo Ben-Haim,Seed / Angel Funding,"28,00,000"
2763,2018,Pipabella,Consumer Internet,Mumbai,Fireside Ventures,Seed / Angel Funding,"1,000,000,"
2764,2018,Elemential,Technology,Mumbai,"Matrix Partner, Amrish Rau, Investopad, Digital Currency Group, Hinduja Group, Lightspeed India, Eight Innovate, Amit Ranjan, Prashant Malik and others",Seed / Angel Funding,NA
2765,2018,Kriger Campus,Ed-Tech,Delhi,NA,Seed / Angel Funding,"46,140"
2766,2018,Loanzen,Finance,Bengaluru,Kae Capital Management,Seed / Angel Funding,NA
2767,2018,TravelTriangle,Consumer Internet,Gurugram,"Fundamentum, SAIF Partners, Bessemer Venture Partners, RB investments & Others",Private Equity,"1,20,00,000"
2768,2018,Letsmd,Healthcare,Delhi,"SRI Capital, Waterbridge Ventures and ThinKuvate",Seed / Angel Funding,"10,00,000"
2769,2018,AyeFinance,Finance,Gurugram,"BlueOrchard Finance Ltd, Hinduja Leyland Finance and IntelleGrow",Debt Funding,"46,000,00"
2770,2018,mintifi,Finance,Mumbai,Lok Capital,Seed / Angel Funding,"20,00,000"
2771,2018,icanstay,Consumer Internet,Delhi,Mr. Manoj Prasad,Seed / Angel Funding,"5,00,000"
2772,2018,Pregbuddy,Healthcare,Bengaluru,"Rajan Anandan, Madhusudhan Kannan, Jayant Kadambi, Puneet Gupta and Pradeep K Jaisingh",Seed / Angel Funding,NA
2773,2018,Coverfox,Consumer Internet,Mumbai,"International Finance Corporation, Transamerica and others.",Private Equity,"2,20,00,000"
2774,2018,Lenskart,Consumer Internet,Faridabad,TR Capital,Private Equity,NA
2775,2018,mamaearth,Healthcare,Gurugram,Shilpa Shetty Kundra,Private Equity,NA
2776,2018,Fyle Technologies,Technology,Bengaluru,Pravega Ventures and Beenext,Seed / Angel Funding,"11,000,00"
2777,2018,True Balance,Technology,Gurugram,"Line Ventures Corporation, Line Corp, Naver, Shinhan Bank and TS Investment",Private Equity,"2,30,00,000"
2778,2018,Visit,Healthcare,Delhi,"Biz Stone, Kunal Bahl, Rohit Bansal, Alagu Periyannan and Karthee Madasamy",Private Equity,NA
2779,2018,Doxper,Healthcare,Mumbai,Vidal Healthcare,Seed / Angel Funding,"19,00,000"
2780,2018,Nykaa,Consumer Internet,Mumbai,"Sunil Munjal, Harsh Mariwala, Dalip Pathak and Others",Private Equity,"1,10,00,000"
2781,2018,Mihuru,Finance,Mumbai,NA,Seed / Angel Funding,"1,50,000"
2782,2018,Capital Float,Finance,Bengaluru,Amazon,Private Equity,"2,20,00,000"
2783,2018,Trip shelf,Consumer Internet,Delhi,"GEMS Advisory, Alok Mittal and Sachin Bhatia",Seed / Angel Funding,"2,46,000"
2784,2018,POPxo,Technology,Delhi,"Neoplux, OPPO, IDG Ventures India, Kalaari Capital, GREE Ventures and Summit Media",Private Equity,"55,00,000"
2785,2018,RailYatri,Consumer Internet,Noida,"Omidyar Network, Nandan Nilekani, Blume Ventures, Helion Venture Partners",Private Equity,NA
2786,2018,1mg,Consumer Internet,Gurugram,"Sequoia Capital, Maverick Capital Ltd and HBM Healthcare Investments Ltd",Private Equity,"1,00,00,000"
2787,2018,Rubique,Consumer Internet,Mumbai,"Emery Capital, Blacksoil and Kalaari Capital",Private Equity,NA
2788,2018,Samco,Consumer Internet,Mumbai,Bay Capital Investments and Others,Private Equity,"75,00,000"
2789,2018,MyLoanCare,Finance,Gurgaon,SAR Group,Seed / Angel Funding,"9,78,000"
2790,2018,OpenTap,Finance,Chennai,Unknown High Net-Worth Individuals,Seed / Angel Funding,"4,50,000"
2791,2018,Bizongo,Consumer Internet,Mumbai,"B Capital, International Finance Corporation (IFC), Accel Partners and IDG Ventures",Private Equity,"2,20,00,000"
2792,2018,Disprz,IT,Chennai,"IL&FS Private Equity, Kae Capital & Others",Seed / Angel Funding,"25,00,000"
2793,2018,PaisaDukan,Consumer Internet,Mumbai,NA,Seed / Angel Funding,"2,25,000"
2794,2018,i3sysytems,Technology,Mumbai,"Unitus Ventures, Behram Vakil and Jerxis Vandrevala",Seed / Angel Funding,"10,00,000"
2795,2018,Earth Food,Consumer Internet,Pune,Rairah Corporation,Seed / Angel Funding,"9,49,000"
2796,2018,Nykaa,Consumer Internet,Mumbai,"Sunil Munjal, Harsh Mariwala, Dalip Pathak and Others",Private Equity,"2,40,00,000"
2797,2018,mfine,Healthcare,Bengaluru,"Prime Venture Partners, Stellaris Venture Partners and Mayur Abhaya Srisrimal",Private Equity,4200000
2798,2018,Rocketium,Technology,Bengaluru,Blume ventures,Seed/ Angel Funding,"3,00,000"
2799,2018,MilkBasket,Technology,Gurugram,"Kalaari Capital, Unilever Ventures and Blume Ventures",Private Equity,"70,00,000"
2800,2018,Vola,Finance,Bengaluru,Credika and unnamed angel investors,Seed/ Angel Funding,"5,00,000"
2801,2018,Cashkumar,Consumer Internet,Bengaluru,LetsVenture,Seed/ Angel Funding,"7,35,000"
2802,2018,Edyoo,E-Commerce,Bengaluru,RS Shanbag,Seed/ Angel Funding,"7,35,000"
2803,2018,Aashiyaan,Finance,Kolkata,"Insistor, Oikocredit",Seed/ Angel Funding,"20,00,000"
2804,2018,Smartivity,Ed-tech,Delhi,"Ashish Kacholi, S Chand Group",Seed/ Angel Funding,"20,00,000"
2805,2018,Bonphulapl,Clean-tech,Delhi,Atul Gupta and Saurabh Rastogi,Seed/ Angel Funding,"2,93,000"
2806,2018,Acko,Consumer Internet,Mumbai,"Amazon, Ashish Dhawan, Catamaran Ventures, NR Narayana Murthy.",Seed/ Angel Funding,"1,20,00,000"
2807,2018,HWell24,Healthcare,Mumbai,"Prashant Mehta, Mitali Pawar, Nikhil G and Bhavesh P, R Ranganathan, ONCOTRUST and Medintel Services Pvt. Ltd",Seed/ Angel Funding,"2,00,000"
2808,2018,Toffee,Consumer Internet,Gurugram,"Kalaari Capital, Omidyar Network and Accion Venture Labs",Seed/ Angel Funding,"15,00,000"
2809,2018,Tonetag,Technology,Bengaluru,Amazon Inc. and Mastercard,Private Equity,"80,00,000"
2810,2018,Events High,Consumer Internet,Bengaluru,Treebo,Private Equity,NA
2811,2018,Stellaps,Technology,Bengaluru,"IndusAge Partners, Bill & Melinda Gates Foundation, Qualcomm Venture, ABB Technology Ventures, Omnivore, Blume Ventures, Venture Highway and BEENEXT",Private Equity,"1,40,00,000"
2812,2018,Credright,Consumer Internet,Hyderabad,"Accion Venture Lab, YourNest Venture Capital And Other Angel Investors",Seed/ Angel Funding,"13,000,00"
2813,2018,CoinTribe,Finance,Gurugram,"Sabre Partners, Puneet Dalmia & Others",Private Equity,"1,00,00,000"
2814,2018,Digiconectt,Technology,Bengaluru,Aspire Logistics LLC,Seed/ Angel Funding,"1,25,000"
2815,2018,Kashmir Box,E-Commerce,Srinagar,"Bhairavi Jani, Alok Divatia, Namrata Kaul, Sohail Hashemi, Aijaz Saleem",Seed/ Angel Funding,NA
2816,2018,Crowdera,Finance,Nagpur,"Anil Advani, Pramod Jain, Amrendra Reddy and Manish Satnaliwala.",Seed/ Angel Funding,NA
2817,2018,Zoctr,Healthcare,Mumbai,NB Ventures and Others,Seed/ Angel Funding,NA
2818,2018,Annapurna Finance,Finance,Bhubneswar,Oman India Joint Investment Fund (OIJIF),Private Equity,"2,30,00,000"
